Scenario,Probability,Iteration,Accuracy,Rule Percentage,Conciseness
Heuristic 2 Only,p=0.5,8,40.0,0.0,0
Heuristic 2 Only,p=0.5,9,44.0,0.0,0
Heuristic 2 Only,p=0.5,10,48.0,0.0,0
Heuristic 2 Only,p=0.5,11,52.0,25.0,18.0
Heuristic 2 Only,p=0.5,12,56.00000000000001,50.0,7.5
Heuristic 2 Only,p=0.5,13,60.0,50.0,9.0
Heuristic 2 Only,p=0.5,14,64.0,75.0,5.333333333333333
Heuristic 2 Only,p=0.5,15,68.0,75.0,5.333333333333333
Heuristic 2 Only,p=0.5,16,72.0,100.0,4.0
Heuristic 2 Only,p=0.5,17,76.0,100.0,4.0
Heuristic 2 Only,p=0.5,18,80.0,100.0,4.0
Heuristic 2 Only,p=0.5,19,84.0,100.0,4.0
Heuristic 2 Only,p=0.5,20,88.0,75.0,6.333333333333333
Heuristic 2 Only,p=0.5,21,92.0,100.0,4.0
Heuristic 2 Only,p=0.5,22,96.0,100.0,4.0
Heuristic 2 Only,p=0.5,23,100.0,100.0,4.0
Heuristic 3 Only,p=0.5,0,8.0,0.0,0
Heuristic 3 Only,p=0.5,1,12.0,0.0,0
Heuristic 3 Only,p=0.5,2,16.0,50.0,7.0
Heuristic 3 Only,p=0.5,3,20.0,0.0,0
Heuristic 3 Only,p=0.5,4,24.0,0.0,0
Heuristic 3 Only,p=0.5,5,28.000000000000004,33.33333333333333,11.0
Heuristic 3 Only,p=0.5,6,32.0,0.0,0
Heuristic 3 Only,p=0.5,7,36.0,0.0,0
Heuristic 3 Only,p=0.5,8,40.0,25.0,16.0
Heuristic 3 Only,p=0.5,9,44.0,25.0,16.0
Heuristic 3 Only,p=0.5,10,48.0,50.0,8.0
Heuristic 3 Only,p=0.5,11,52.0,50.0,8.0
Heuristic 3 Only,p=0.5,12,56.00000000000001,50.0,8.0
Heuristic 3 Only,p=0.5,13,60.0,50.0,8.0
Heuristic 3 Only,p=0.5,14,64.0,75.0,5.333333333333333
Heuristic 3 Only,p=0.5,15,68.0,75.0,5.333333333333333
Heuristic 3 Only,p=0.5,16,72.0,100.0,4.0
Heuristic 3 Only,p=0.5,17,76.0,100.0,4.0
Heuristic 3 Only,p=0.5,18,80.0,100.0,4.0
Heuristic 3 Only,p=0.5,19,84.0,100.0,4.0
Heuristic 3 Only,p=0.5,20,88.0,100.0,4.0
Heuristic 3 Only,p=0.5,21,92.0,100.0,4.0
Heuristic 3 Only,p=0.5,22,96.0,100.0,4.0
Heuristic 3 Only,p=0.5,23,100.0,100.0,4.0
All Heuristics,p=0.5,0,8.0,0.0,0
All Heuristics,p=0.5,1,12.0,50.0,7.0
All Heuristics,p=0.5,2,16.0,50.0,7.0
All Heuristics,p=0.5,3,20.0,0.0,0
All Heuristics,p=0.5,4,24.0,0.0,0
All Heuristics,p=0.5,5,28.000000000000004,33.33333333333333,11.0
All Heuristics,p=0.5,6,32.0,0.0,0
All Heuristics,p=0.5,7,36.0,0.0,0
All Heuristics,p=0.5,8,40.0,33.33333333333333,11.0
All Heuristics,p=0.5,9,44.0,0.0,0
All Heuristics,p=0.5,10,48.0,25.0,16.0
All Heuristics,p=0.5,11,52.0,25.0,16.0
All Heuristics,p=0.5,12,56.00000000000001,50.0,7.5
All Heuristics,p=0.5,13,60.0,50.0,7.5
All Heuristics,p=0.5,14,64.0,50.0,7.5
All Heuristics,p=0.5,15,68.0,50.0,8.0
All Heuristics,p=0.5,16,72.0,75.0,5.0
All Heuristics,p=0.5,17,76.0,100.0,3.75
All Heuristics,p=0.5,18,80.0,75.0,5.333333333333333
All Heuristics,p=0.5,19,84.0,100.0,4.0
All Heuristics,p=0.5,20,88.0,100.0,4.0
All Heuristics,p=0.5,21,92.0,100.0,4.0
All Heuristics,p=0.5,22,96.0,100.0,4.0
All Heuristics,p=0.5,23,100.0,100.0,4.0
